Date of Lead Publication,Date Imported,Lead Title,Lead URL,Author,Source,Modified Excerpt,Original Excerpt,Operational Environment - Dimension,Operational Environment - Subdimension,Context additional tags - Dimension,Context additional tags - Subdimension,DEMOGRAPHIC GROUPS,AFFECTED GROUPS,SPECIFIC NEEDS GROUPS,Information Date (From),Information Date (To),Colombia Polygons,Country,Country (code),Departments,Departments (code),Municipalities,Municipalities (code),Sectoral Information - Dimension,Sectoral Information - Subdimension,Sectoral Information - Sector,Sectoral Information - Subsectors,DISPLACEMENT PROFILE DETAILS,Reliability,Severity,DISPLACEMENT PROFILE DETAILS
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.","Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.",,,,,,Displaced,,19-12-2019,,,Colombia,Colombia,,,,,RESPONSE AND CAPACITIES,International ,Health,Health System,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.","Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.",,,,,,Migrants,,19-12-2019,,,Colombia,Colombia,Nariño,Nariño,,,RESPONSE AND CAPACITIES,International ,Health,Health status and risks,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.","Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.",,,,,,Displaced,,19-12-2019,,,Colombia,Colombia,Nariño,Nariño,,,RESPONSE AND CAPACITIES,International ,Health,Health status and risks,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.","Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.",,,,,,Migrants,,19-12-2019,,,Colombia,Colombia,,,,,RESPONSE AND CAPACITIES,International ,Health,Health status and risks,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.","Bogotá, 19 diciembre de 2019. Con el objetivo de mejorar el acceso a servicios de salud a los migrantes venezolanos que actualmente transitan la frontera entre Colombia y Ecuador, la Embajada de Nueva Zelandia en Colombia y la Organización Panamericana de Salud / Organización Mundial de la Salud (OPS/OMS), por medio de una alianza estratégica, lideraron un plan para fortalecer la capacidad de diagnosticar, atender y prevenir enfermedades como cólera, sarampión, rubeola, infección respiratoria aguda y difteria.",,,,,,Displaced,,19-12-2019,,,Colombia,Colombia,,,,,RESPONSE AND CAPACITIES,International ,Health,Health status and risks,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Migrants,,,,,Colombia,Colombia,Nariño,Nariño,,,RESPONSE AND CAPACITIES,International ,Health,Health System,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Displaced,,,,,Colombia,Colombia,Nariño,Nariño,,,RESPONSE AND CAPACITIES,International ,Health,Health System,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Migrants,,,,,Colombia,Colombia,,,,,RESPONSE AND CAPACITIES,International ,Health,Health System,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Displaced,,,,,Colombia,Colombia,,,,,RESPONSE AND CAPACITIES,International ,Health,Health System,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Migrants,,,,,Colombia,Colombia,Nariño,Nariño,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Livelihoods,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Displaced,,,,,Colombia,Colombia,Nariño,Nariño,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Livelihoods,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Migrants,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Livelihoods,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.","Antes de iniciarse el proyecto, se detectó que buena parte de las ayudas humanitarias estaban concentradas en la frontera norte de Colombia con Venezuela y se evidenció la necesidad de ofrecer una solución práctica y efectiva a la población que habita la frontera con Ecuador, incluyendo nariñenses, migrantes venezolanos y ecuatorianos. Debido el aumento poblacional en el territorio, se presentaron desafíos en términos de salud pública y propagación de algunas epidemias.

El proyecto fortaleció los servicios de diagnóstico de eventos en salud pública, entregándoles al Instituto Nacional de Salud y al Laboratorio de Salud Pública de Nariño equipo y reactivos que optimizaron procesos, agilizando la entrega de resultados que permiten una mayor prontitud en la atención de las necesidades de los venezolanos y habitantes de la zona. Los migrantes presentaban precarias condiciones de la salud provenientes de condiciones higiénico-sanitarias inadecuadas que favorecieron el incremento de enfermedades trasmisibles.",,,,,,Displaced,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Livelihoods,,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"En noviembre de 2018, la embajadora de Nueva Zelandia, Lucy Duncan, y la vice embajadora, Ellen Duval, visitaron el Laboratorio de Salud Pública (Nariño) para hacer un recorrido por las instalaciones y ver de primera mano los nuevos equipos que permitieron tomar medidas oportunas para prevenir la propagación de nuevas epidemias.

Según la representante de la OPS/OMS en Colombia, Gina Tambini, “con los reactivos donados el Instituto Nacional de Salud pudo hacer la amplificación y secuenciación de genomas completos de organismos bacterianos, micóticos y virus, que es todo un plus para la vigilancia de patógenos importantes en salud pública. Además, los equipos donados en Nariño contribuyeron al fortalecimiento de los programas de vigilancia en salud pública en este departamento, permitiendo al personal del laboratorio trabajar en un ambiente seguro y mejorar la calidad diagnóstica y la toma de decisiones de manera oportuna, eficaz y con calidad. Son casi dos mil muestras de virus respiratorios, más de 350 de tos ferina, 130 de rubeola congénita y 35 de sarampión que se han realizado en el último año”.","En noviembre de 2018, la embajadora de Nueva Zelandia, Lucy Duncan, y la vice embajadora, Ellen Duval, visitaron el Laboratorio de Salud Pública (Nariño) para hacer un recorrido por las instalaciones y ver de primera mano los nuevos equipos que permitieron tomar medidas oportunas para prevenir la propagación de nuevas epidemias.

Según la representante de la OPS/OMS en Colombia, Gina Tambini, “con los reactivos donados el Instituto Nacional de Salud pudo hacer la amplificación y secuenciación de genomas completos de organismos bacterianos, micóticos y virus, que es todo un plus para la vigilancia de patógenos importantes en salud pública. Además, los equipos donados en Nariño contribuyeron al fortalecimiento de los programas de vigilancia en salud pública en este departamento, permitiendo al personal del laboratorio trabajar en un ambiente seguro y mejorar la calidad diagnóstica y la toma de decisiones de manera oportuna, eficaz y con calidad. Son casi dos mil muestras de virus respiratorios, más de 350 de tos ferina, 130 de rubeola congénita y 35 de sarampión que se han realizado en el último año”.",,,,,,Migrants,,,,,Colombia,Colombia,Nariño,Nariño,,,RESPONSE AND CAPACITIES,International ,Health,Health System,,Usually Reliable,Of Concern. Monitoring required,
20-12-2019,27-12-2019,Embajada de Nueva Zelandia y OPS /OMS culminan con éxito convenio de salud pública en beneficio de migrantes venezolanos,https://redhum.org/documento/3451983,Pan American Health Organization,Redhum,"En noviembre de 2018, la embajadora de Nueva Zelandia, Lucy Duncan, y la vice embajadora, Ellen Duval, visitaron el Laboratorio de Salud Pública (Nariño) para hacer un recorrido por las instalaciones y ver de primera mano los nuevos equipos que permitieron tomar medidas oportunas para prevenir la propagación de nuevas epidemias.

Según la representante de la OPS/OMS en Colombia, Gina Tambini, “con los reactivos donados el Instituto Nacional de Salud pudo hacer la amplificación y secuenciación de genomas completos de organismos bacterianos, micóticos y virus, que es todo un plus para la vigilancia de patógenos importantes en salud pública. Además, los equipos donados en Nariño contribuyeron al fortalecimiento de los programas de vigilancia en salud pública en este departamento, permitiendo al personal del laboratorio trabajar en un ambiente seguro y mejorar la calidad diagnóstica y la toma de decisiones de manera oportuna, eficaz y con calidad. Son casi dos mil muestras de virus respiratorios, más de 350 de tos ferina, 130 de rubeola congénita y 35 de sarampión que se han realizado en el último año”.","En noviembre de 2018, la embajadora de Nueva Zelandia, Lucy Duncan, y la vice embajadora, Ellen Duval, visitaron el Laboratorio de Salud Pública (Nariño) para hacer un recorrido por las instalaciones y ver de primera mano los nuevos equipos que permitieron tomar medidas oportunas para prevenir la propagación de nuevas epidemias.

Según la representante de la OPS/OMS en Colombia, Gina Tambini, “con los reactivos donados el Instituto Nacional de Salud pudo hacer la amplificación y secuenciación de genomas completos de organismos bacterianos, micóticos y virus, que es todo un plus para la vigilancia de patógenos importantes en salud pública. Además, los equipos donados en Nariño contribuyeron al fortalecimiento de los programas de vigilancia en salud pública en este departamento, permitiendo al personal del laboratorio trabajar en un ambiente seguro y mejorar la calidad diagnóstica y la toma de decisiones de manera oportuna, eficaz y con calidad. Son casi dos mil muestras de virus respiratorios, más de 350 de tos ferina, 130 de rubeola congénita y 35 de sarampión que se han realizado en el último año”.",,,,,,Displaced,,,,,Colombia,Colombia,Nariño,Nariño,,,RESPONSE AND CAPACITIES,International ,Health,Health System,,Usually Reliable,Of Concern. Monitoring required,
